3525,1,0,1,2,1,0,3,3,1,0,3,2,1,2,1,1
3560,0,0,0,2,0,0,5,0,4,1,2,2,5,3,1,2
3580,0,2,0,1,4,2,6,0,3,0,0,0,3,5,0,1
3657,2,0,0,8,11,0,0,1,2,0,1,8,0,3,0,0
3661,1,0,1,1,2,0,3,0,1,1,3,1,1,1,4,0
3705,0,0,0,2,0,0,0,4,6,1,0,3,2,2,1,1
3730,0,1,0,6,6,0,8,1,8,0,5,2,3,2,0,3
3752,5,4,0,0,5,0,2,0,4,2,1,0,4,2,0,0
3760,0,0,0,3,4,0,2,0,2,0,0,1,1,1,2,0
3761,2,2,6,2,3,0,0,4,3,0,3,2,3,4,3,0
3763,0,0,1,2,2,8,10,3,6,0,0,2,4,3,0,3
3766,1,0,0,1,1,0,3,0,3,0,1,1,1,0,0,0
3769,3,2,5,1,3,0,0,2,3,0,3,1,3,2,1,1
3783,3,0,0,0,1,0,0,3,2,0,0,0,0,3,0,0
3796,8,0,1,1,2,0,0,10,3,0,0,3,0,2,0,0
3798,2,3,0,2,4,0,3,2,6,0,0,1,3,3,1,1
3805,2,6,0,1,9,2,0,0,0,0,0,3,0,4,0,1
3816,2,0,0,0,2,0,3,0,6,2,0,3,1,5,0,1
3824,0,1,0,0,2,1,2,0,1,0,1,1,1,1,0,0
3840,0,1,1,4,6,1,4,14,3,0,2,0,1,2,1,0
3854,2,4,0,2,6,0,1,0,1,1,1,1,0,2,0,0
3867,2,6,0,12,9,0,2,2,3,0,0,1,1,5,2,1
3874,5,2,0,1,8,0,0,4,3,0,2,1,0,0,0,1
3909,4,0,1,0,2,0,0,0,2,0,0,1,1,1,0,3
3979,0,1,0,0,0,0,1,3,5,3,1,3,0,1,0,1
3982,6,0,0,5,3,0,6,2,2,1,1,0,0,3,0,0
3987,1,3,0,0,3,0,1,0,10,0,1,2,1,9,2,1
3996,0,0,1,3,1,1,7,1,2,0,1,3,1,1,0,2
3997,1,2,0,1,5,0,1,0,9,0,4,0,1,14,2,0
4041,2,1,0,2,1,0,1,2,2,1,4,3,0,2,0,1
4042,3,4,0,1,2,1,8,3,5,1,2,1,4,3,1,1
4051,4,0,0,5,4,1,12,1,4,0,0,0,0,6,0,1
4063,7,3,2,2,4,0,0,0,4,0,0,1,4,6,0,0
4065,1,1,1,14,10,1,13,3,8,0,3,0,3,4,1,0
4067,3,0,3,4,3,0,11,0,4,0,0,4,4,2,1,4
4074,3,0,2,1,2,0,1,0,1,0,0,2,3,2,1,1
4097,1,0,0,3,2,0,1,6,1,0,0,0,1,2,0,1
4105,4,0,1,1,7,1,1,2,1,0,0,1,1,0,0,2
4106,1,0,1,0,12,0,2,3,1,0,1,8,1,0,0,1
4110,3,6,1,0,9,0,1,3,5,0,2,0,0,2,4,5
4123,1,0,2,0,1,0,5,1,2,0,0,1,1,1,0,5
4124,0,3,0,1,2,0,1,4,3,0,0,3,0,4,1,2
4159,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0
4165,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,1
4167,6,3,1,7,7,0,8,0,5,1,3,3,1,7,3,1
4183,4,0,0,0,1,0,2,0,3,1,2,4,4,1,0,4
4190,0,0,0,5,5,0,5,0,10,0,5,0,0,9,1,0
4195,6,0,0,0,5,0,1,0,0,3,1,2,0,4,1,0
4219,3,1,3,1,4,0,1,3,5,0,1,3,2,2,0,1
4241,1,1,0,2,3,0,6,4,0,1,0,0,0,0,0,0
4312,10,1,2,4,20,3,4,0,4,1,1,3,1,2,0,3
4313,1,3,2,1,6,1,3,2,8,1,1,3,1,7,0,5
4320,3,1,2,7,6,0,7,3,0,0,1,2,4,6,0,2
4322,0,0,0,2,2,0,3,0,1,0,0,3,1,0,1,3
4329,0,0,0,1,2,1,3,1,1,0,1,2,0,4,0,0
4331,4,3,1,5,11,0,5,16,2,2,3,1,1,3,1,1
4335,0,0,0,1,1,0,2,7,8,0,1,2,0,4,1,1
4345,7,3,1,0,5,0,1,0,1,3,3,5,1,4,2,1
4351,7,2,1,2,4,0,2,0,5,0,1,5,0,16,0,3
4353,9,2,0,0,6,0,1,0,2,5,1,3,0,3,1,1
4356,2,0,0,0,1,0,1,3,0,0,1,0,0,0,1,1
4384,1,2,1,1,4,5,4,0,2,0,0,0,0,3,0,0
4413,0,1,1,1,0,1,1,1,2,0,4,4,2,0,0,2
4426,1,2,0,0,3,0,3,0,2,0,0,3,0,3,0,0
4428,1,0,1,0,1,0,2,2,0,0,0,0,0,1,0,0
4434,0,2,0,1,1,0,3,0,6,0,0,0,1,2,0,0
4451,14,4,0,0,7,0,3,0,5,1,0,2,0,9,1,0
4457,0,0,1,0,1,0,1,1,6,0,0,0,0,4,1,0
4467,0,0,0,1,0,0,1,0,1,0,0,2,0,1,2,1
4510,12,1,1,0,5,0,3,2,7,2,1,5,1,2,1,2
4512,1,3,1,0,3,0,4,2,3,0,2,1,3,4,0,2
4531,4,5,2,10,18,2,4,2,10,0,2,2,3,6,3,0
4538,0,2,0,2,3,0,1,1,4,0,0,2,2,3,1,1
4542,6,3,1,3,13,1,4,3,3,3,0,2,0,1,0,2
4546,3,0,0,3,8,0,2,3,5,0,0,3,0,1,0,1
4555,1,0,0,3,9,0,1,3,2,0,1,0,0,0,0,0
4559,1,3,0,0,0,0,0,1,0,0,0,1,0,1,3,1
4565,3,0,0,0,1,0,0,0,1,0,2,1,0,2,2,2
4566,6,0,0,0,1,0,5,0,0,2,4,1,0,2,0,0
4569,2,1,0,0,3,0,1,0,0,1,4,1,1,6,0,0
4571,6,0,0,6,5,0,9,3,6,2,2,1,8,3,0,2
4572,0,1,0,1,1,0,17,1,2,0,1,1,1,1,1,1
4573,2,1,0,3,5,0,11,2,0,2,2,0,0,6,1,0
4574,0,1,0,0,6,0,3,0,9,0,1,3,3,3,0,2
4577,7,3,3,15,20,0,2,0,5,0,1,1,2,1,1,0
4639,1,3,1,2,3,0,3,0,1,0,0,0,0,3,0,0
4665,1,0,0,0,2,0,1,0,1,2,1,13,0,13,0,2
4669,1,5,2,2,3,0,4,6,2,0,0,3,2,0,2,4
4675,3,0,0,1,3,0,10,3,3,7,1,2,0,1,1,0
4690,2,0,0,2,6,0,1,1,2,0,1,1,0,0,2,1
4700,2,2,2,4,2,0,0,1,3,0,0,0,1,0,1,0
4705,3,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1
4719,3,0,1,1,4,0,4,4,3,0,0,4,0,6,0,2
4743,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
4749,9,1,0,2,11,0,2,0,4,1,0,3,0,3,0,1
4755,3,3,0,6,11,0,3,2,1,1,1,1,0,3,0,0
4758,9,5,1,5,13,6,4,1,5,1,2,1,0,1,0,0
4759,2,0,0,1,3,0,1,2,2,1,0,2,0,5,0,1
4761,1,0,1,3,11,0,2,2,1,0,1,3,2,0,0,0
4773,2,1,1,4,7,0,1,7,4,0,2,3,0,1,1,3
4797,0,1,0,0,2,0,5,0,5,0,4,4,0,4,0,1
4811,1,2,0,0,1,0,2,1,2,0,5,2,0,7,1,0
4822,1,2,0,1,4,1,2,2,2,1,1,0,0,2,2,1
4824,4,2,2,0,5,0,10,0,2,0,0,4,3,5,1,1
4826,1,2,1,3,3,2,8,1,8,0,3,1,2,5,1,0
4829,1,0,0,0,1,0,0,0,0,0,1,1,2,4,0,0
4837,2,2,0,4,4,0,6,0,7,1,2,4,3,3,1,0
4849,1,5,0,0,4,0,2,3,7,1,4,1,2,6,1,3
4855,0,2,0,7,8,1,0,2,1,0,0,0,0,0,0,1
4857,5,2,1,2,6,0,0,1,3,0,3,2,0,3,3,1
4859,10,3,3,4,8,5,17,1,5,0,0,0,3,5,2,2
4876,2,0,0,0,2,0,0,0,2,0,0,3,0,2,0,3
4878,3,1,1,5,8,0,16,3,2,0,2,0,1,1,0,0
4883,3,1,0,6,5,0,10,2,1,1,2,2,0,1,2,3
4888,3,3,2,1,5,2,3,0,9,3,5,0,1,2,1,0
4909,1,3,0,1,2,0,1,3,4,0,0,0,3,1,0,0
4923,4,0,1,0,4,0,0,1,4,0,6,2,1,2,0,0
4957,0,0,0,0,0,0,3,1,2,0,0,1,2,1,0,0
4964,8,0,4,4,13,0,4,1,9,0,1,1,1,14,0,1
4989,5,2,0,3,12,0,3,3,7,0,1,3,0,2,0,1
4998,3,0,1,0,1,1,0,1,2,1,0,0,0,1,0,0
5011,2,0,0,4,9,0,1,2,3,0,0,5,0,1,0,3
5014,1,0,3,1,4,1,4,0,1,0,0,1,0,1,3,1
5028,6,2,1,5,8,0,6,3,6,0,2,3,2,4,3,0
5029,1,0,0,0,6,0,2,4,0,0,0,0,0,1,0,0
5047,4,0,1,0,4,0,1,1,2,1,1,0,2,9,0,1
5048,3,0,0,1,3,0,6,1,2,0,0,4,5,4,2,3
5049,1,1,0,1,5,0,1,1,5,1,0,0,0,1,1,1
5057,0,0,0,6,0,0,8,0,2,0,0,1,0,1,1,0
5067,1,1,0,0,2,0,1,0,3,0,2,2,1,5,0,1
5068,3,2,1,1,4,0,4,0,6,2,3,0,2,2,0,0
5072,5,2,0,2,6,0,2,0,14,0,2,3,3,4,0,4
5073,1,0,0,1,3,0,1,4,8,2,3,2,2,9,0,1
5075,4,3,0,5,7,0,2,6,2,2,0,4,0,3,2,4
5077,0,1,0,4,3,0,4,1,3,0,0,0,0,4,0,0
5081,6,1,1,1,5,1,14,1,4,0,0,1,0,7,0,0
5084,5,1,4,2,8,0,1,0,9,0,2,3,4,10,2,2
5086,2,0,6,1,3,0,0,1,3,1,3,2,1,2,0,0
5087,3,2,1,3,5,0,4,1,9,0,1,1,4,4,0,0
5088,3,1,1,5,1,0,12,3,1,0,1,2,1,1,0,1
5090,1,5,0,1,12,1,10,1,1,0,1,4,0,0,0,6
5097,10,2,0,2,6,0,3,0,17,2,1,0,3,12,1,0
5105,0,1,1,0,1,0,5,3,5,1,1,7,1,7,0,2
5111,1,2,0,2,4,0,0,1,3,0,1,1,0,6,1,0
5119,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0
5143,1,4,0,1,9,0,2,1,6,0,0,0,1,2,1,0
5152,0,5,0,3,0,0,8,4,9,1,1,2,0,5,0,1
5218,1,1,0,0,0,0,1,0,5,0,0,0,0,2,0,0
5220,0,0,1,0,0,0,3,4,5,0,0,0,0,3,2,0
5228,1,2,3,2,2,0,2,2,3,0,0,0,1,3,1,0
5240,1,1,1,1,4,0,2,1,1,0,0,3,1,1,1,0
5250,1,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0
5254,8,2,1,1,9,0,3,0,1,1,0,3,4,4,0,1
5271,2,0,3,0,1,1,1,1,3,0,0,0,0,2,2,0
5277,1,3,0,1,6,1,2,0,0,0,0,0,0,0,1,0
5278,10,1,0,4,6,8,5,1,8,0,4,2,1,2,2,4
5279,9,2,2,2,10,0,5,1,3,3,1,1,1,2,4,0
5283,6,2,1,4,11,0,1,0,4,1,2,0,2,0,0,1
5289,3,0,1,4,8,0,1,3,4,1,0,2,2,1,0,3
5300,2,0,0,2,3,0,8,2,1,0,1,0,0,1,0,0
5301,7,2,2,2,9,0,3,3,5,0,1,2,1,4,2,5
5303,3,1,2,1,7,1,1,3,2,0,0,0,0,1,0,1
5322,4,3,0,0,8,0,0,0,3,0,0,1,9,7,0,0
5326,3,5,0,0,3,0,1,0,0,1,4,6,1,16,1,0
5327,0,2,0,0,2,1,1,2,4,1,0,2,0,4,1,1
5329,1,1,2,14,11,7,15,1,1,0,1,1,0,5,1,1
5339,1,1,3,0,0,0,2,4,3,0,1,1,6,1,0,3
5345,5,6,2,3,6,2,4,0,4,1,2,2,0,0,3,0
5346,4,2,0,2,6,0,2,1,4,1,2,2,3,2,0,2
5359,3,1,1,5,13,0,1,1,8,0,0,3,1,1,0,4
5362,6,6,3,11,13,4,8,2,4,1,1,2,1,1,4,3
5363,0,3,0,0,4,0,0,1,3,0,0,1,1,6,0,1
5370,0,4,1,1,3,0,0,0,2,0,8,1,1,2,8,0
5384,1,3,0,0,1,0,3,2,7,0,1,6,0,2,0,3
5385,1,0,0,1,3,0,3,1,2,2,0,0,0,3,1,0
5426,0,0,0,7,5,0,12,2,4,0,2,0,1,5,0,0
5431,1,0,1,8,9,2,3,5,3,0,2,1,2,2,6,2
5479,16,0,2,1,8,0,3,2,6,2,0,3,1,5,1,0
5519,2,0,2,2,3,0,4,2,2,0,2,2,2,3,0,2
5520,4,0,0,4,5,2,3,3,3,0,0,0,0,3,1,0
5548,1,0,0,7,9,2,6,1,1,0,0,0,0,3,1,0
5549,0,3,0,1,3,0,0,3,2,0,2,2,1,2,1,2
5557,0,2,0,3,3,0,3,1,2,0,0,3,0,3,0,1
5583,1,2,1,1,4,0,1,6,2,1,0,1,1,3,2,4
5585,1,0,2,0,3,0,1,1,4,0,0,1,3,1,0,0
5593,13,0,0,1,6,0,1,5,6,0,0,3,2,2,1,7
5596,0,2,0,4,3,0,4,0,1,0,2,4,0,6,2,1
5614,7,3,0,0,9,0,0,1,4,0,6,2,5,10,0,0
5620,1,3,2,1,2,3,2,1,3,0,0,2,0,1,2,1
5622,0,2,0,0,2,0,0,1,0,0,0,1,0,1,0,1
5623,10,0,0,1,10,0,2,0,2,2,0,4,3,8,1,0
5628,2,2,0,0,0,0,3,1,1,2,2,2,0,1,1,2
5647,1,1,1,7,8,0,2,6,6,0,1,2,1,3,2,3
5663,2,3,0,1,5,2,10,0,1,0,0,0,0,1,1,0
5682,3,3,0,1,4,0,0,3,2,1,1,0,0,0,1,0
5690,2,1,1,2,2,0,1,2,1,0,0,1,1,0,1,1
5704,13,4,0,4,8,0,1,1,4,0,1,0,0,2,2,1
5717,8,1,0,1,5,0,6,2,4,0,3,3,0,2,0,1
5737,0,1,0,2,0,0,4,2,0,0,0,2,0,1,1,1
5741,0,3,0,0,6,12,15,3,1,1,2,1,4,5,3,3
5750,5,3,0,12,15,8,19,0,7,0,2,7,3,2,3,3
5752,1,0,1,11,6,5,2,5,4,1,0,1,0,2,1,0
5755,7,2,0,3,8,0,11,1,4,1,0,2,1,4,0,3
5759,1,0,3,0,3,0,0,0,2,0,0,2,2,3,3,3
5767,2,1,5,11,13,0,0,0,4,0,0,0,4,3,0,3
5781,3,0,0,1,1,0,0,0,2,0,0,1,0,5,0,0
5797,3,0,0,3,4,0,2,1,1,1,0,0,3,1,1,0
5802,4,2,0,3,7,0,1,0,3,1,0,4,0,2,0,0
5819,0,0,1,1,3,0,3,0,2,0,1,0,4,2,0,0
5821,17,2,0,1,7,0,0,0,12,0,2,2,1,2,0,3
5824,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
5826,5,1,0,1,7,0,1,0,1,0,5,1,1,8,0,0
5846,13,0,3,0,3,0,0,0,3,0,0,4,6,4,0,3
5852,0,0,0,0,0,0,7,4,13,0,0,1,2,2,0,0
5860,2,2,1,6,8,0,7,5,5,1,0,1,2,2,3,2
5861,3,2,3,4,10,4,6,3,4,0,0,3,0,0,1,1
5862,0,1,0,2,4,0,2,1,9,3,2,3,1,3,1,3
5922,0,1,0,0,0,0,3,2,3,0,0,0,0,0,0,0
5957,9,1,2,2,8,0,4,1,5,1,2,1,1,7,3,0
5970,10,0,0,19,15,0,11,5,1,6,1,0,0,1,0,0
5973,1,0,0,2,1,2,1,1,0,0,0,1,0,0,0,0
5990,3,3,1,3,12,0,2,3,4,0,1,2,0,2,0,1
5995,0,1,1,1,1,0,0,0,6,0,3,3,1,6,2,0
6020,2,1,0,10,11,1,4,0,2,0,2,0,0,2,2,0
6021,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
6022,6,2,4,2,6,0,2,2,4,0,0,0,4,0,2,5
6057,7,2,2,2,6,2,1,2,1,1,0,0,0,2,3,0
6062,7,4,0,8,9,0,10,2,1,1,0,1,0,1,1,1
6108,2,7,1,4,7,0,0,1,6,0,4,0,3,2,5,0
6124,2,0,0,1,2,0,4,2,1,1,1,1,0,1,0,0
6136,6,1,1,3,2,0,3,6,3,1,1,1,0,1,1,0
6162,2,0,4,6,6,0,3,1,3,0,1,2,3,1,0,3
6184,1,1,1,1,1,0,3,0,0,0,0,0,1,0,1,0
6198,2,0,1,2,2,1,8,1,3,0,0,2,1,3,0,0
6229,0,5,1,3,8,3,1,3,0,0,1,4,1,5,2,1
6230,0,1,0,2,3,0,1,1,0,0,0,0,0,0,1,0
6232,0,0,0,0,2,0,0,2,0,0,0,5,0,1,0,3
6242,4,3,0,1,3,0,2,0,2,0,1,0,0,1,3,0
6264,1,2,0,3,5,0,2,3,3,0,1,2,4,5,4,1
6314,6,5,0,0,7,0,2,0,3,4,4,3,1,7,5,2
6316,3,3,0,1,4,0,2,0,1,1,1,2,0,3,1,0
6318,1,0,1,0,0,0,0,0,3,0,0,1,1,0,0,2
6322,5,3,0,9,11,0,2,4,1,1,1,1,1,2,2,1
6323,2,2,0,3,7,0,2,2,2,0,0,1,2,6,0,3
6324,3,2,0,8,6,0,10,4,5,0,2,1,1,2,2,0
6327,7,0,1,0,3,0,7,5,4,4,1,1,2,2,0,3
6328,3,2,1,0,8,0,1,2,3,1,1,1,1,2,0,0
6329,0,3,0,1,2,1,5,7,1,0,0,0,2,0,3,2
6330,10,8,2,3,16,0,2,0,3,1,0,1,0,7,3,0
6336,0,0,0,4,6,0,7,3,6,1,6,2,0,8,1,0
6338,4,1,2,0,4,0,1,1,4,0,2,3,1,10,2,1
6339,0,2,2,2,6,0,1,2,1,0,1,0,0,1,6,0
6341,2,2,0,0,5,0,0,1,2,4,2,3,0,2,5,0
6443,0,0,1,2,2,0,4,0,2,2,1,1,1,2,0,3
6497,3,2,0,7,6,0,3,2,1,3,1,0,0,8,2,2
6505,8,2,2,1,6,0,5,0,2,0,0,2,2,7,0,0
6506,7,3,2,4,12,2,11,3,6,0,1,0,0,0,2,0
6507,0,4,0,0,5,1,5,0,5,0,0,4,3,3,0,3
6511,10,3,0,5,13,0,11,0,6,1,1,8,9,6,1,5
6512,3,0,0,1,2,1,5,5,2,2,3,3,1,3,3,0
6518,2,0,0,4,5,0,0,2,3,0,2,0,0,2,2,2
6528,5,1,0,13,15,5,2,2,4,2,0,3,0,1,2,1
6529,3,2,0,1,6,0,2,1,1,0,0,0,0,4,1,0
6536,2,2,0,5,4,0,10,2,1,7,1,1,0,4,1,1
6539,2,1,0,4,4,1,1,2,0,0,0,3,1,2,1,0
